"id","control_id","requirement","chunk","metadata"
"f0a511a3-1dca-432b-90e8-33a9f1cc4e4d","8.2.2","(continued)_ Group, shared, or generic IDs, or other shared authentication credentials are only used when necessary on an exception basis, and are managed as follows: ID use is prevented unless needed for an exceptional circumstance. Use is limited to the time needed for the exceptional circumstance. Business justification for use is documented. Use is explicitly approved by management. Individual user identity is confirmed before access to an account is granted. Every action taken is attributable to an individual user.","PCI DSS 4_0_1 Requirement Control 8.2.2

Defined Approach Requirements:
(continued)_
Group, shared, or generic IDs, or other shared authentication credentials are only used when necessary on an exception basis, and are managed as follows: ID use is prevented unless needed for an exceptional circumstance. Use is limited to the time needed for the exceptional circumstance. Business justification for use is documented. Use is explicitly approved by management. Individual user identity is confirmed before access to an account is granted. Every action taken is attributable to an individual user.

Customized Approach Objective:
All actions performed by users with group, shared, or generic IDs are attributable to an individual person.

Applicability Notes:
This requirement is not intended to apply to user accounts within point-of-sale terminals that have access to only one card number at a time to facilitate a single transaction.

Testing Procedures:
Testing Procedure 8.2.2.a: Examine user account lists on system components and applicable documentation to verify that shared authentication credentials are only used when necessary, on an exception basis, and are managed in accordance with all elements specified in this requirement.
Testing Procedure 8.2.2.b: Examine authentication policies and procedures to verify processes are defined for shared authentication credentials such that they are only used when necessary, on an exception basis, and are managed in accordance with all elements specified in this requirement.
Testing Procedure 8.2.2.c: Interview system administrators to verify that shared authentication credentials are only used when necessary, on an exception basis, and are managed in accordance with all elements specified in this requirement.

Guidance:
Purpose: Service providers with remote access to customer premises typically use this access to support pos poi systems or provide other remote services. if a service provider uses the same authentication factors to access multiple customers, all the service provider’s customers can easily be compromised if an attacker compromises that one factor. criminals know this and deliberately target service providers looking for a shared authentication factor that gives them remote access to many merchants via that single factor. _(continued on next page)_. Examples: Tools and techniques can facilitate both management and security of these types of accounts and confirm individual user identity before access to an account is granted. entities can consider password vaults or other system- managed controls such as the_sudo_command. an example of an exceptional circumstance is where all other authentication methods have failed, and a shared id is needed for emergency use or “break the glass” administrator access. Good Practice: If shared ids are used for any reason, strong management controls need to be established to maintain individual accountability and traceability. _(continued on next page)_.","{""control_id"": ""8.2.2"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"f4a14f9e-255b-4284-8dbb-e09e3f45ce50","8.2.3","Additional requirement for service_ _providers only:_Service providers with remote access to customer premises use unique authentication factors for each customer premises.","PCI DSS 4_0_1 Requirement Control 8.2.3

Defined Approach Requirements:
Additional requirement for service_ _providers only:_Service providers with remote access to customer premises use unique authentication factors for each customer premises.

Customized Approach Objective:
A service provider’s credential used for one customer cannot be used for any other customer.

Guidance:
Examples: Technologies such as multi-factor mechanisms that provide a unique credential for each connection (such as a single-use password) could also meet the intent of this requirement.","{""control_id"": ""8.2.3"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": false, ""requirements_id"": ""8""}"
"36429cda-a90d-4210-958f-4acf648b597f","8.2.4","Addition, deletion, and modification of user IDs, authentication factors, and other identifier objects are managed as follows: Authorized with the appropriate approval. Implemented with only the privileges specified on the documented approval.","PCI DSS 4_0_1 Requirement Control 8.2.4

Defined Approach Requirements:
Addition, deletion, and modification of user IDs, authentication factors, and other identifier objects are managed as follows: Authorized with the appropriate approval. Implemented with only the privileges specified on the documented approval.

Customized Approach Objective:
Lifecycle events for user IDs and authentication factors cannot occur without appropriate authorization.

Applicability Notes:
This requirement applies to all user accounts, including employees, contractors, consultants, temporary workers, and third-party vendors.

Testing Procedures:
Testing Procedure 8.2.4: Examine documented authorizations across various phases of the account lifecycle (additions, modifications, and deletions) and examine system settings to verify the activity has been managed in accordance with all elements specified in this requirement.

Guidance:
Purpose: If an employee or third party/vendor has left the company and still has access to the network via their user account, unnecessary or malicious access to cardholder data could occur—either by the former employee or by a malicious user who exploits the old and/or unused account.","{""control_id"": ""8.2.4"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"af5ab41d-7e05-4c89-a4cb-40fbb75d7327","8.2.5","Access for terminated users is immediately revoked.","PCI DSS 4_0_1 Requirement Control 8.2.5

Defined Approach Requirements:
Access for terminated users is immediately revoked.

Customized Approach Objective:
The accounts of terminated users cannot be used.

Testing Procedures:
Testing Procedure 8.2.5.a: Examine information sources for terminated users and review current user access lists—for both local and remote access—to verify that terminated user IDs have been deactivated or removed from the access lists.
Testing Procedure 8.2.5.b: Interview responsible personnel to verify that all physical authentication factors—such as, smart cards, tokens, etc.—have been returned or deactivated for terminated users.","{""control_id"": ""8.2.5"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"9c959c98-619d-4a81-86b5-ddfce0e11eea","8.2.6","Inactive user accounts are removed or disabled within 90 days of inactivity.","PCI DSS 4_0_1 Requirement Control 8.2.6

Defined Approach Requirements:
Inactive user accounts are removed or disabled within 90 days of inactivity.

Customized Approach Objective:
Inactive user accounts cannot be used.

Guidance:
Purpose: Allowing third parties to have 24/7 access into an entity’s systems and networks in case they need to provide support increases the chances of unauthorized access. this access could result in an unauthorized user in the third party’s environment or a malicious individual using the always-available external entry point into an entity’s network. where third parties do need access 24/7, it should be documented, justified, monitored, and tied to specific service reasons. _(continued on next page)_.","{""control_id"": ""8.2.6"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": false, ""requirements_id"": ""8""}"
"43c85a5c-219f-4cae-8245-25fbe2c6934f","8.2.7","Accounts used by third parties to access, support, or maintain system components via remote access are managed as follows: Enabled only during the time period needed and disabled when not in use. Use is monitored for unexpected activity.","PCI DSS 4_0_1 Requirement Control 8.2.7

Defined Approach Requirements:
Accounts used by third parties to access, support, or maintain system components via remote access are managed as follows: Enabled only during the time period needed and disabled when not in use. Use is monitored for unexpected activity.

Testing Procedures:
Testing Procedure 8.2.7: Interview personnel, examine documentation for managing accounts, and examine evidence to verify that accounts used by third parties for remote access are managed according to all elements specified in this requirement.

Guidance:
Good Practice: Enabling access only for the time periods needed and disabling it as soon as it is no longer required helps prevent misuse of these connections. additionally, consider assigning third parties a start and stop date for their access in accordance with their service contract. monitoring third-party access helps ensure that third parties are accessing only the systems necessary and only during approved time frames. any unusual activity using third-party accounts should be followed up and resolved.","{""control_id"": ""8.2.7"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"e3c3621c-a719-48c1-9d31-afc1b6ff9fbf","8.2.8","If a user session has been idle for more than 15 minutes, the user is required to re-authenticate to re-activate the terminal or session.","PCI DSS 4_0_1 Requirement Control 8.2.8

Defined Approach Requirements:
If a user session has been idle for more than 15 minutes, the user is required to re-authenticate to re-activate the terminal or session.

Customized Approach Objective:
A user session cannot be used except by the authorized user.

Applicability Notes:
This requirement is not intended to apply to user accounts on point-of-sale terminals that have access to only one card number at a time to facilitate a single transaction. This requirement is not meant to prevent legitimate activities from being performed while the console/PC is unattended.

Testing Procedures:
Testing Procedure 8.2.8: Examine system configuration settings to verify that system/session idle timeout features for user sessions have been set to 15 minutes or less.

Guidance:
Purpose: When users walk away from an open machine with access to system components or cardholder data, there is a risk that the machine may be used by others in the user’s absence, resulting in unauthorized account access and/or misuse. Examples: One way to meet this requirement is to configure an automated screensaver to launch whenever the console is idle for 15 minutes and requiring the logged-in user to enter their password to unlock the screen. Good Practice: The re-authentication can be applied either at the system level to protect all sessions running on that machine or at the application level. entities may also want to consider staging controls in succession to further restrict the access of an unattended session as time passes. for example, the screensaver may activate after 15 minutes and log off the user after an hour. however, timeout controls must balance the risk of access and exposure with the impact to the user and purpose of the access. if a user needs to run a program from an unattended computer, the user can log in to the computer to initiate the program, and then “lock” the computer so that no one else can use the user’s login while the computer is unattended.","{""control_id"": ""8.2.8"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"855d470a-937d-4706-94c7-de6d1038fa8b","8.3.10.1","Additional requirement for service_ _providers only:_ If passwords/passphrases are used as the only authentication factor for customer user access (i.e., in any single-factor authentication implementation) then either: Passwords/passphrases are changed at least once every 90 days, OR The security posture of accounts is dynamically analyzed, and real-time access to resources is automatically determined accordingly.","PCI DSS 4_0_1 Requirement Control 8.3.10.1

Defined Approach Requirements:
Additional requirement for service_ _providers only:_ If passwords/passphrases are used as the only authentication factor for customer user access (i.e., in any single-factor authentication implementation) then either: Passwords/passphrases are changed at least once every 90 days, OR The security posture of accounts is dynamically analyzed, and real-time access to resources is automatically determined accordingly.

Customized Approach Objective:
Passwords/passphrases for service providers’ customers cannot be used indefinitely.

Applicability Notes:
This requirement applies only when the entity being assessed is a service provider. This requirement does not apply to accounts of consumer users accessing their own payment card information. _This requirement is a best practice until 31 March_ _2025, after which it will be required and must be_ _fully considered during a PCI DSS assessment._ Until this requirement is effective on 31 March 2025, service providers may meet either Requirement 8.3.10 or 8.3.10.1.

Guidance:
Purpose: Using a password/passphrase as the only authentication factor provides a single point of failure if compromised. therefore, in these implementations, controls are needed to minimize how long malicious activity could occur via a compromised password/passphrase. Good Practice: Passwords/passphrases that are valid for a long time without a change provide malicious individuals with more time to break the password/phrase. periodically changing passwords offers less time for a malicious individual to crack a password/passphrase and less time to use a compromised password. dynamically analyzing an account’s security posture is another option that allows for more rapid detection and response to address potentially compromised credentials. such analysis takes a number of data points which may include device integrity, location, access times, and the resources accessed to determine in real time whether an account can be granted access to a requested resource. in this way, access can be denied and accounts blocked if it is suspected that account credentials have been compromised. Further Information: For information about using dynamic analysis to manage user access to resources, refer to_nist_ _sp 800-207 zero trust architecture_.","{""control_id"": ""8.3.10.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": false, ""requirements_id"": ""8""}"
"ecbf6966-8df9-42f7-93ea-b1e6ecb0e532","8.3.10","Additional requirement for service_ _providers only:_ If passwords/passphrases are used as the only authentication factor for customer user access to cardholder data (i.e., in any single- factor authentication implementation), then guidance is provided to customer users including: Guidance for customers to change their user passwords/passphrases periodically. Guidance as to when, and under what circumstances, passwords/passphrases are to be changed.","PCI DSS 4_0_1 Requirement Control 8.3.10

Defined Approach Requirements:
Additional requirement for service_ _providers only:_ If passwords/passphrases are used as the only authentication factor for customer user access to cardholder data (i.e., in any single- factor authentication implementation), then guidance is provided to customer users including: Guidance for customers to change their user passwords/passphrases periodically. Guidance as to when, and under what circumstances, passwords/passphrases are to be changed.

Customized Approach Objective:
Passwords/passphrases for service providers’ customers cannot be used indefinitely.

Applicability Notes:
This requirement applies only when the entity being assessed is a service provider. This requirement does not apply to accounts of consumer users accessing their own payment card information. _This requirement for service providers will be_ _superseded by Requirement 8.3.10.1 once 8.3.10.1_ _becomes effective._

Guidance:
Purpose: Using a password/passphrase as the only authentication factor provides a single point of failure if compromised. therefore, in these implementations, controls are needed to minimize how long malicious activity could occur via a compromised password/passphrase. Good Practice: Passwords/passphrases that are valid for a long time without a change provide malicious individuals with more time to break the password/phrase. periodically changing passwords offers less time for a malicious individual to crack a password/passphrase and less time to use a compromised password.","{""control_id"": ""8.3.10"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": false, ""requirements_id"": ""8""}"
"33d5e6a4-4ad3-4ad0-82a2-998b76de708d","8.3.11","Where authentication factors such as physical or logical security tokens, smart cards, or certificates are used: Factors are assigned to an individual user and not shared among multiple users. Physical and/or logical controls ensure only the intended user can use that factor to gain access.","PCI DSS 4_0_1 Requirement Control 8.3.11

Defined Approach Requirements:
Where authentication factors such as physical or logical security tokens, smart cards, or certificates are used: Factors are assigned to an individual user and not shared among multiple users. Physical and/or logical controls ensure only the intended user can use that factor to gain access.

Customized Approach Objective:
An authentication factor cannot be used by anyone other than the user to which it is assigned.

Testing Procedures:
Testing Procedure 8.3.11.a: Examine authentication policies and procedures to verify that procedures for using authentication factors such as physical security tokens, smart cards, and certificates are defined and include all elements specified in this requirement.
Testing Procedure 8.3.11.b: Interview security personnel to verify authentication factors are assigned to an individual user and not shared among multiple users.
Testing Procedure 8.3.11.c: Examine system configuration settings and/or observe physical controls, as applicable, to verify that controls are implemented to ensure only the intended user can use that factor to gain access.

Guidance:
Purpose: If multiple users can use authentication factors such as tokens, smart cards, and certificates, it may be impossible to identify the individual using the authentication mechanism. Good Practice: Having physical and/or logical controls (for example, a pin, biometric data, or a password) to uniquely authenticate the user of the account will prevent unauthorized users from gaining access to the user account through use of a shared authentication factor.","{""control_id"": ""8.3.11"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"fe1c9e65-4e5c-415f-8842-5dc97a68c1a5","8.3.1","All user access to system components for users and administrators is authenticated via at least one of the following authentication factors: Something you know, such as a password or passphrase. Something you have, such as a token device or smart card. Something you are, such as a biometric element.","PCI DSS 4_0_1 Requirement Control 8.3.1

Defined Approach Requirements:
All user access to system components for users and administrators is authenticated via at least one of the following authentication factors: Something you know, such as a password or passphrase. Something you have, such as a token device or smart card. Something you are, such as a biometric element.

Customized Approach Objective:
An account cannot be accessed except with a combination of user identity and an authentication factor.

Applicability Notes:
This requirement is not intended to apply to user accounts on point-of-sale terminals that have access to only one card number at a time to facilitate a single transaction. This requirement does not supersede multi-factor authentication (MFA) requirements but applies to those in-scope systems not otherwise subject to MFA requirements. A digital certificate is a valid option for “something you have” if it is unique for a particular user.

Testing Procedures:
Testing Procedure 8.3.1.a: Examine documentation describing the authentication factor(s) used to verify that user access to system components is authenticated via at least one authentication factor specified in this requirement.
Testing Procedure 8.3.1.b: For each type of authentication factor used with each type of system component, observe an authentication to verify that authentication is functioning consistently with documented authentication factor(s).

Guidance:
Purpose: When used in addition to unique ids, an authentication factor helps protect user ids from being compromised, since the attacker needs to have the unique id and compromise the associated authentication factor(s). Good Practice: A common approach for a malicious individual to compromise a system is to exploit weak or nonexistent authentication factors (for example, passwords/passphrases). requiring strong authentication factors helps protect against this attack. Further Information: See_fidoalliance.org_for more information about using tokens, smart cards, or biometrics as authentication factors.","{""control_id"": ""8.3.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"ae90c7a6-3b65-487e-b35d-d41ddf84a2ad","8.3.2","Strong cryptography is used to render all authentication factors unreadable during transmission and storage on all system components.","PCI DSS 4_0_1 Requirement Control 8.3.2

Defined Approach Requirements:
Strong cryptography is used to render all authentication factors unreadable during transmission and storage on all system components.

Customized Approach Objective:
Cleartext authentication factors cannot be obtained, derived, or reused from the interception of communications or from stored data.

Testing Procedures:
Testing Procedure 8.3.2.a: Examine vendor documentation and system configuration settings to verify that authentication factors are rendered unreadable with strong cryptography during transmission and storage.
Testing Procedure 8.3.2.b: Examine repositories of authentication factors to verify that they are unreadable during storage.
Testing Procedure 8.3.2.c: Examine data transmissions to verify that authentication factors are unreadable during transmission.

Guidance:
Purpose: Network devices and applications have been known to transmit unencrypted, readable authentication factors (such as passwords and passphrases) across the network and/or store these values without encryption. as a result, a malicious individual can easily intercept this information during transmission using a “sniffer,” or directly access unencrypted authentication factors in files where they are stored, and then use this data to gain unauthorized access.","{""control_id"": ""8.3.2"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"5ebdd53c-5c50-477b-a283-5d2f23892e87","8.3.3","User identity is verified before modifying any authentication factor.","PCI DSS 4_0_1 Requirement Control 8.3.3

Defined Approach Requirements:
User identity is verified before modifying any authentication factor.

Customized Approach Objective:
Unauthorized individuals cannot gain system access by impersonating the identity of an authorized user.

Testing Procedures:
Testing Procedure 8.3.3: Examine procedures for modifying authentication factors and observe security personnel to verify that when a user requests a modification of an authentication factor, the user’s identity is verified before the authentication factor is modified.

Guidance:
Purpose: Malicious individuals use ""social engineering” techniques to impersonate a user of a system — for example, calling a help desk and acting as a legitimate user—to have an authentication factor changed so they can use a valid user id. requiring positive identification of a user reduces the probability of this type of attack succeeding. Examples: Methods to verify a user’s identity include a secret question/answer, knowledge-based information, and calling the user back at a known and previously established phone number. Good Practice: Modifications to authentication factors for which user identity should be verified include but are not limited to performing password resets, provisioning new hardware or software tokens, and generating new keys.","{""control_id"": ""8.3.3"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"537746d2-34ac-483f-8364-b2e46d1bcd1d","8.3.4","Invalid authentication attempts are limited by: Locking out the user ID after not more than 10 attempts. Setting the lockout duration to a minimum of 30 minutes or until the user’s identity is confirmed.","PCI DSS 4_0_1 Requirement Control 8.3.4

Defined Approach Requirements:
Invalid authentication attempts are limited by: Locking out the user ID after not more than 10 attempts. Setting the lockout duration to a minimum of 30 minutes or until the user’s identity is confirmed.

Customized Approach Objective:
An authentication factor cannot be guessed in a brute force, online attack.

Applicability Notes:
This requirement is not intended to apply to user accounts on point-of-sale terminals that have access to only one card number at a time to facilitate a single transaction.

Testing Procedures:
Testing Procedure 8.3.4.a: Examine system configuration settings to verify that authentication parameters are set to require that user accounts be locked out after not more than 10 invalid logon attempts.
Testing Procedure 8.3.4.b: Examine system configuration settings to verify that password parameters are set to require that once a user account is locked out, it remains locked for a minimum of 30 minutes or until the user’s identity is confirmed.

Guidance:
Purpose: If the same password/passphrase is used for every new user, an internal user, former employee, or malicious individual may know or easily discover the value and use it to gain access to accounts before the authorized user attempts to use the password. Good Practice: Before reactivating a locked account, the user’s identity should be confirmed. for example, the administrator or help desk personnel can validate that the actual account owner is requesting reactivation, or there may be password reset self- service mechanisms that the account owner uses to verify their identity.","{""control_id"": ""8.3.4"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"f26e132c-1efe-4241-947d-10a25a6a5dde","8.3.5","If passwords/passphrases are used as authentication factors to meet Requirement 8.3.1, they are set and reset for each user as follows: Set to a unique value for first-time use and upon reset. Forced to be changed immediately after the first use.","PCI DSS 4_0_1 Requirement Control 8.3.5

Defined Approach Requirements:
If passwords/passphrases are used as authentication factors to meet Requirement 8.3.1, they are set and reset for each user as follows: Set to a unique value for first-time use and upon reset. Forced to be changed immediately after the first use.

Customized Approach Objective:
An initial or reset password/passphrase assigned to a user cannot be used by an unauthorized user.

Testing Procedures:
Testing Procedure 8.3.5: Examine procedures for setting and resetting passwords/passphrases (if used as authentication factors to meet Requirement 8.3.1) and observe security personnel to verify that passwords/passphrases are set and reset in accordance with all elements specified in this requirement.","{""control_id"": ""8.3.5"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"f2b6cb27-acbe-4073-9888-eefe26284565","8.3.6","If passwords/passphrases are used as authentication factors to meet Requirement 8.3.1, they meet the following minimum level of complexity: A minimum length of 12 characters (or IF the system does not support 12 characters, a minimum length of eight characters). Contain both numeric and alphabetic characters.","PCI DSS 4_0_1 Requirement Control 8.3.6

Defined Approach Requirements:
If passwords/passphrases are used as authentication factors to meet Requirement 8.3.1, they meet the following minimum level of complexity: A minimum length of 12 characters (or IF the system does not support 12 characters, a minimum length of eight characters). Contain both numeric and alphabetic characters.

Customized Approach Objective:
A guessed password/passphrase cannot be verified by either an online or offline brute force attack.

Applicability Notes:
This requirement is not intended to apply to: User accounts on point-of-sale terminals that have access to only one card number at a time to facilitate a single transaction. Application or system accounts, which are governed by requirements in section 8.6. _This requirement is a best practice until 31 March_ _2025, after which it will be required and must be_ _fully considered during a PCI DSS assessment._ Until 31 March 2025, passwords must be a minimum length of seven characters in accordance with PCI DSS v3.2.1 Requirement 8.2.3.

Testing Procedures:
Testing Procedure 8.3.6: Examine system configuration settings to verify that user password/passphrase complexity parameters are set in accordance with all elements specified in this requirement.

Guidance:
Purpose: Strong passwords/passphrases may be the first line of defense into a network since a malicious individual will often first try to find accounts with weak, static, or non-existent passwords. if passwords are short or easily guessable, it is relatively easy for a malicious individual to find these weak accounts and compromise a network under the guise of a valid user id. Good Practice: Password/passphrase strength is dependent on password/passphrase complexity, length, and randomness. passwords/passphrases should be sufficiently complex, so they are impractical for an attacker to guess or otherwise discover its value. entities can consider adding increased complexity by requiring the use of special characters and upper- and lower-case characters, in addition to the minimum standards outlined by this requirement. additional complexity increases the time required for offline brute force attacks of hashed passwords/passphrases. another option for increasing the resistance of passwords to guessing attacks is by comparing proposed password/passphrases to a bad password list and having users provide new passwords for any passwords found on the list.","{""control_id"": ""8.3.6"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"f95e16f2-900a-4889-988f-593a3ff27674","8.3.7","Individuals are not allowed to submit a new password/passphrase that is the same as any of the last four passwords/passphrases used.","PCI DSS 4_0_1 Requirement Control 8.3.7

Defined Approach Requirements:
Individuals are not allowed to submit a new password/passphrase that is the same as any of the last four passwords/passphrases used.

Customized Approach Objective:
A previously used password cannot be used to gain access to an account for at least 12 months.

Applicability Notes:
This requirement is not intended to apply to user accounts on point-of-sale terminals that have access to only one card number at a time to facilitate a single transaction.

Testing Procedures:
Testing Procedure 8.3.7: Examine system configuration settings to verify that password parameters are set to require that new passwords/passphrases cannot be the same as the four previously used passwords/passphrases.

Guidance:
Purpose: If password history is not maintained, the effectiveness of changing passwords is reduced, as previous passwords can be reused over and over. requiring that passwords cannot be reused for a period reduces the likelihood that passwords that have been guessed or brute-forced will be re- used in the future. passwords or passphrases may have previously been changed due to suspicion of compromise or because the password or passphrase exceeded its effective use period, both of which are reasons why previously used passwords should not be reused.","{""control_id"": ""8.3.7"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"a9bbaa75-306e-4978-99f6-2e972b9871cf","8.3.8","Authentication policies and procedures are documented and communicated to all users including: Guidance on selecting strong authentication factors. Guidance for how users should protect their authentication factors. Instructions not to reuse previously used passwords/passphrases. Instructions to change passwords/passphrases if there is any suspicion or knowledge that the password/passphrases have been compromised and how to report the incident.","PCI DSS 4_0_1 Requirement Control 8.3.8

Defined Approach Requirements:
Authentication policies and procedures are documented and communicated to all users including: Guidance on selecting strong authentication factors. Guidance for how users should protect their authentication factors. Instructions not to reuse previously used passwords/passphrases. Instructions to change passwords/passphrases if there is any suspicion or knowledge that the password/passphrases have been compromised and how to report the incident.

Customized Approach Objective:
Users are knowledgeable about the correct use of authentication factors and can access assistance and guidance when required.

Testing Procedures:
Testing Procedure 8.3.8.a: Examine procedures and interview personnel to verify that authentication policies and procedures are distributed to all users.
Testing Procedure 8.3.8.b: Review authentication policies and procedures that are distributed to users and verify they include the elements specified in this requirement.
Testing Procedure 8.3.8.c: Interview users to verify that they are familiar with authentication policies and procedures.

Guidance:
Purpose: Communicating authentication policies and procedures to all users helps them to understand and abide by the policies. Good Practice: Guidance on selecting strong passwords may include suggestions to help personnel select hard-to-guess passwords that do not contain dictionary words or information about the user, such as the user id, names of family members, date of birth, etc. guidance for protecting authentication factors may include not writing down passwords or not saving them in insecure files, and being alert to malicious individuals who may try to exploit their passwords (for example, by calling an employee and asking for their password so the caller can “troubleshoot a problem”). alternatively, entities can implement processes to confirm passwords meet password policy, for example, by comparing password choices to a list of unacceptable passwords and having users choose a new password for any that match with one on the list. instructing users to change passwords if there is a chance the password is no longer secure can prevent malicious users from using a legitimate password to gain unauthorized access.","{""control_id"": ""8.3.8"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"0319c9ad-a7d2-49a7-8faa-8f712f5e4f89","8.3.9","(continued)_ If passwords/passphrases are used as the only authentication factor for user access (i.e., in any single-factor authentication implementation) then either: Passwords/passphrases are changed at least once every 90 days, OR The security posture of accounts is dynamically analyzed, and real-time access to resources is automatically determined accordingly.","PCI DSS 4_0_1 Requirement Control 8.3.9

Defined Approach Requirements:
(continued)_
If passwords/passphrases are used as the only authentication factor for user access (i.e., in any single-factor authentication implementation) then either: Passwords/passphrases are changed at least once every 90 days, OR The security posture of accounts is dynamically analyzed, and real-time access to resources is automatically determined accordingly.

Customized Approach Objective:
An undetected compromised password/passphrase cannot be used indefinitely.

Applicability Notes:
This requirement does not apply to in-scope system components where MFA is used. This requirement is not intended to apply to user accounts on point-of-sale terminals that have access to only one card number at a time to facilitate a single transaction. This requirement does not apply to service providers’ customer accounts but does apply to accounts for service provider personnel.

Testing Procedures:
Testing Procedure 8.3.9: If passwords/passphrases are used as the only authentication factor for user access, inspect system configuration settings to verify that passwords/passphrases are managed in accordance with ONE of the elements specified in this requirement.

Guidance:
Purpose: Access to in-scope system components that are not in the cde may be provided using a single authentication factor, such as a password/passphrase, token device or smart card, or biometric attribute. where passwords/passphrases are employed as the only authentication factor for such access, additional controls are required to protect the integrity of the password/passphrase. Good Practice: Passwords/passphrases that are valid for a long time without a change provide malicious individuals with more time to break the password/phrase. periodically changing passwords offers less time for a malicious individual to crack a password/passphrase and less time to use a compromised password. using a password/passphrase as the only authentication factor provides a single point of failure if compromised. therefore, in these implementations, controls are needed to minimize how long malicious activity could occur via a compromised password/passphrase. _(continued on next page)_. Further Information: For information about using dynamic analysis to manage user access to resources, see_nist sp_ _800-207 zero trust architecture_.","{""control_id"": ""8.3.9"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
"4f8af175-5289-490a-b89a-3563b6b65793","8.4.1","MFA is implemented for all non-console access into the CDE for personnel with administrative access.","PCI DSS 4_0_1 Requirement Control 8.4.1

Defined Approach Requirements:
MFA is implemented for all non-console access into the CDE for personnel with administrative access.

Customized Approach Objective:
Administrative access to the CDE cannot be obtained by the use of a single authentication factor.

Applicability Notes:
The requirement for MFA for non-console administrative access applies to all personnel with elevated or increased privileges accessing the CDE via a non-console connection—that is, via logical access occurring over a network interface rather than via a direct, physical connection.

Testing Procedures:
Testing Procedure 8.4.1.a: Examine network and/or system configurations to verify MFA is required for all non- console into the CDE for personnel with administrative access.
Testing Procedure 8.4.1.b: Observe administrator personnel logging into the CDE and verify that MFA is required.","{""control_id"": ""8.4.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""user_identification"", ""has_testing_procedures"": true, ""requirements_id"": ""8""}"
